2024-04-18 23:53:44,119 INFO    StreamThr :10605 [internal.py:wandb_internal():86] W&B internal server running at pid: 10605, started at: 2024-04-18 23:53:44.117485
2024-04-18 23:53:44,124 DEBUG   HandlerThread:10605 [handler.py:handle_request():146] handle_request: status
2024-04-18 23:53:44,128 INFO    WriterThread:10605 [datastore.py:open_for_write():87] open: /Users/charles/Workspace/Columbia/AML_COMSW4995/project/ai-yoga-trainer/wandb/offline-run-20240418_235344-1fgt9glq/run-1fgt9glq.wandb
2024-04-18 23:53:44,227 DEBUG   HandlerThread:10605 [handler.py:handle_request():146] handle_request: run_start
2024-04-18 23:53:44,239 DEBUG   HandlerThread:10605 [system_info.py:__init__():26] System info init
2024-04-18 23:53:44,239 DEBUG   HandlerThread:10605 [system_info.py:__init__():41] System info init done
2024-04-18 23:53:44,240 INFO    HandlerThread:10605 [system_monitor.py:start():194] Starting system monitor
2024-04-18 23:53:44,241 INFO    HandlerThread:10605 [system_monitor.py:probe():214] Collecting system info
2024-04-18 23:53:44,241 INFO    SystemMonitor:10605 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-18 23:53:44,243 DEBUG   HandlerThread:10605 [system_info.py:probe():150] Probing system
2024-04-18 23:53:44,244 INFO    SystemMonitor:10605 [interfaces.py:start():190] Started cpu monitoring
2024-04-18 23:53:44,247 INFO    SystemMonitor:10605 [interfaces.py:start():190] Started disk monitoring
2024-04-18 23:53:44,250 INFO    SystemMonitor:10605 [interfaces.py:start():190] Started memory monitoring
2024-04-18 23:53:44,252 INFO    SystemMonitor:10605 [interfaces.py:start():190] Started network monitoring
2024-04-18 23:53:44,263 DEBUG   HandlerThread:10605 [system_info.py:_probe_git():135] Probing git
2024-04-18 23:53:44,308 DEBUG   HandlerThread:10605 [system_info.py:_probe_git():143] Probing git done
2024-04-18 23:53:44,308 DEBUG   HandlerThread:10605 [system_info.py:probe():198] Probing system done
